Gözlem Yapılan Servis Adı;Servis Türü;Gözlem Tarihi;Gözlemci Meslek;Cinsiyet;Hasta İle Temas Öncesi;Hasta İle Temas Sonrası;Aseptik İşlemler Öncesi;Vücus Sıvıları İle Bulaşma Sonrası;Hasta Çevresi İle Temas Sonrası
Anestezi;Standart;1.04.2019;Hasta Bakıcı;Bilgi Yok;Ovma;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.04.2019;Hasta Bakıcı;E;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.04.2019;Hemşire;K;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.04.2019;Hemşire;K;Yok;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı
Anestezi;Standart;1.04.2019;Hemşire;E;Yok;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı
Anestezi;Standart;1.04.2019;Hemşire;E;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama
Anestezi;Standart;1.04.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama
Anestezi;Standart;1.04.2019;Doktor;K;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.04.2019;Doktor;K;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.04.2019;Doktor;K;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.04.2019;Doktor;K;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.04.2019;Hasta Bakıcı;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı
Anestezi;Standart;1.04.2019;Hasta Bakıcı;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı
Anestezi;Standart;1.04.2019;Doktor;K;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.04.2019;Hemşire;E;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.04.2019;Hemşire;K;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.04.2019;Hasta Bakıcı;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı
Anestezi;Standart;1.04.2019;Hasta Bakıcı;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı
Anestezi;Standart;1.04.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.04.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.04.2019;Hemşire;K;Gözlem Dışı;Yok;Yok;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.04.2019;Hemşire;Bilgi Yok;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.04.2019;Doktor;K;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.04.2019;Doktor;K;Ovma;Gözlem Dışı;Ovma;Gözlem Dışı;Ovma
Anestezi;Standart;1.04.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.04.2019;Doktor;E;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.04.2019;Doktor;K;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.04.2019;Doktor;K;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.04.2019;Doktor;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı
Anestezi;Standart;1.04.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı
Anestezi;Standart;1.04.2019;Hasta Bakıcı;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı
Anestezi;Standart;1.04.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı
Anestezi;Standart;1.04.2019;Doktor;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.04.2019;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.04.2019;Doktor;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.04.2019;Doktor;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı
Anestezi;Standart;1.10.2018;Hemşire;K;Yok;Yıkama;Yok;Yıkama;Yıkama
Anestezi;Standart;1.10.2018;Hemşire;K;Yıkama;Yok;Yok;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Yok;Ovma;Gözlem Dışı;Yok
Anestezi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.10.2018;Doktor;E;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Hemşire;K;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Hemşire;E;Gözlem Dışı;Ovma;Gözlem Dışı;Yok;Ovma
Anestezi;Standart;1.10.2018;Doktor;E;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.10.2018;Hemşire;K;Ovma;Ovma;Gözlem Dışı;Ovma;Gözlem Dışı
Anestezi;Standart;1.10.2018;Hemşire;K;Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Doktor;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.10.2018;Doktor;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.10.2018;Hemşire;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Yok;Gözlem Dışı;Ovma;Gözlem Dışı
Anestezi;Standart;1.10.2018;Hemşire;E;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Hemşire;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.10.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.10.2018;Doktor;E;Gözlem Dışı;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Hemşire;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı
Anestezi;Standart;1.10.2018;Hemşire;K;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Doktor;K;Ovma;Ovma;Ovma;Ovma;Yok
Anestezi;Standart;1.10.2018;Doktor;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Doktor;K;Yok;Gözlem Dışı;Yok;Gözlem Dışı;Ovma
Anestezi;Standart;1.10.2018;Doktor;K;Yok;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Doktor;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Doktor;K;Yok;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı
Anestezi;Standart;1.10.2018;Doktor;E;Ovma;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Doktor;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Doktor;K;Ovma;Ovma;Yıkama;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Doktor;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Doktor;E;Yok;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Doktor;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Hemşire;K;Ovma;Gözlem Dışı;Yıkama;Yıkama;Ovma
Anestezi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Hemşire;K;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.12.2018;Hemşire;K;Yok;Yok;Yıkama;Yıkama;Yıkama
Anestezi;Standart;1.12.2018;Hemşire;Bilgi Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.12.2018;Hemşire;K;Ovma;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.12.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.12.2018;Hasta Bakıcı;E;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.12.2018;Hasta Bakıcı;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.12.2018;Doktor;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.12.2018;Doktor;K;Ovma;Yıkama;Yıkama;Yıkama;Yıkama
Anestezi;Standart;1.12.2018;Doktor;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.12.2018;Doktor;K;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.12.2018;Doktor;K;Yıkama;Yıkama;Yok;Yıkama;Yıkama
Anestezi;Standart;1.12.2018;Hemşire;K;Yıkama;Yıkama;Yok;Yıkama;Yıkama
Anestezi;Standart;1.12.2018;Hemşire;E;Yıkama;Yıkama;Gözlem Dışı;Ovma;Ovma
Anestezi;Standart;1.12.2018;Hemşire;E;Ovma;Gözlem Dışı;Yok;Gözlem Dışı;Ovma
Anestezi;Standart;1.12.2018;Hemşire;K;Yok;Gözlem Dışı;Yok;Yıkama;Yok
Anestezi;Standart;1.12.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.12.2018;Hemşire;K;Gözlem Dışı;Ovma;Yok;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.12.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.12.2018;Hemşire;K;Gözlem Dışı;Ovma;Yok;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.12.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.10.2018;Doktor;K;Ovma;Ovma;Yıkama;Gözlem Dışı;Ovma
Anestezi;Standart;1.10.2018;Doktor;K;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Doktor;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Yıkama;Gözlem Dışı;Ovma
Anestezi;Standart;1.10.2018;Doktor;E;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.10.2018;Doktor;K;Yıkama;Gözlem Dışı;Ovma;Gözlem Dışı;Ovma
Anestezi;Standart;1.10.2018;Doktor;K;Ovma;Ovma;Yıkama;Ovma;Ovma
Anestezi;Standart;1.10.2018;Hemşire;K;Yıkama;Gözlem Dışı;Yıkama;Gözlem Dışı;Ovma
Anestezi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Hemşire;K;Yok;Yok;Yok;Yıkama;Yok
Anestezi;Standart;1.10.2018;Hemşire;E;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı
Anestezi;Standart;1.10.2018;Hemşire;K;Yok;Ovma;Yıkama;Ovma;Ovma
Anestezi;Standart;1.10.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Yok
Anestezi;Standart;1.09.2018;Hasta Bakıcı;Bilgi Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Yıkama
Anestezi;Standart;1.09.2018;Doktor;Bilgi Yok;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.09.2018;Doktor;Bilgi Yok;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.09.2018;Doktor;Bilgi Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.06.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı
Anestezi;Standart;1.06.2018;Hemşire;K;Gözlem Dışı;Yıkama;Ovma;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.06.2018;Hasta Bakıcı;E;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.06.2018;Hasta Bakıcı;E;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.06.2018;Hasta Bakıcı;K;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.06.2018;Doktor;E;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.06.2018;Hasta Bakıcı;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.06.2018;Hasta Bakıcı;E;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.06.2018;Hasta Bakıcı;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.06.2018;Hemşire;K;Ovma;Ovma;Ovma;Gözlem Dışı;Ovma
Anestezi;Standart;1.06.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.06.2018;Hemşire;E;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.06.2018;Hemşire;E;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.06.2018;Hemşire;E;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.06.2018;Hemşire;K;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.06.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.06.2018;Hemşire;E;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.06.2018;Hemşire;K;Gözlem Dışı;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.06.2018;Hemşire;K;Gözlem Dışı;Ovma;Ovma;Gözlem Dışı;Ovma
Anestezi;Standart;1.06.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.06.2018;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.06.2018;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.06.2018;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.06.2018;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Ovma;Gözlem Dışı
Anestezi;Standart;1.06.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı
Anestezi;Standart;1.06.2018;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Yıkama;Gözlem Dışı
Anestezi;Standart;1.06.2018;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.06.2018;Hemşire;K;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.06.2018;Hemşire;K;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.06.2018;Hemşire;K;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.06.2018;Hemşire;K;Ovma;Ovma;Ovma;Gözlem Dışı;Ovma
Anestezi;Standart;1.06.2018;Hemşire;K;Ovma;Yıkama;Ovma;Gözlem Dışı;Yıkama
Anestezi;Standart;1.06.2018;Doktor;E;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.06.2018;Doktor;E;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.06.2018;Hasta Bakıcı;E;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.06.2018;Hasta Bakıcı;E;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.09.2018;Doktor;Bilgi Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.09.2018;Doktor;Bilgi Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hasta Bakıcı;Bilgi Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Doktor;Bilgi Yok;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı;Yıkama
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.09.2018;Doktor;Bilgi Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Ovma
Anestezi;Standart;1.09.2018;Doktor;Bilgi Yok;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hasta Bakıcı;Bilgi Yok;Yok;Yıkama;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Ovma;Yıkama;Gözlem Dışı;Yıkama;Ovma
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Doktor;Bilgi Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.09.2018;Doktor;Bilgi Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Yok
Anestezi;Standart;1.09.2018;Hasta Bakıcı;Bilgi Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Gözlem Dışı;Yok;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Doktor;Bilgi Yok;Gözlem Dışı;Gözlem Dışı;Ovma;Gözlem Dışı;Ovma
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma;Yok
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Ovma
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Doktor;Bilgi Yok;Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Doktor;Bilgi Yok;Gözlem Dışı;Gözlem Dışı;Yok;Ovma;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Ovma;Ovma;Gözlem Dışı;Ovma
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Ovma;Yok;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Ovma;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Yok;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Hemşire;Bilgi Yok;Gözlem Dışı;Ovma;Gözlem Dışı;Gözlem Dışı;Gözlem Dışı
Anestezi;Standart;1.09.2018;Doktor;Bilgi Yok;Ovma;Gözlem Dışı;Ovma;Gözlem Dışı;Ovma
